地段位置或門牌,社區簡稱,交易日期,總價(萬元),"單價
(萬元/坪)","總面積
(坪)",主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,"車位總價
(萬元)",管理組織,電梯,主要用途,備註
中正區漢口街一段５７號六樓之７,向陽上冠,114/03/25,4306,95.94,44.88,57.77%,住宅大樓(11層含以上有電梯),1,六層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區漢口街一段５７號九樓之９,向陽上冠,114/03/25,3450,120.82,28.56,53.89%,住宅大樓(11層含以上有電梯),1,九層/十五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,有,住家用,
中正區信義路二段１６１巷８號四樓之１,信義VISTA,114/03/24,1710,183.36,9.33,49.92%,華廈(10層含以下有電梯),16,四層/七層,房地(土地+建物),土:1 建:2車:0,1房1廳1衛,,有,有,住家用,陽台外推;夾層;其他增建;
中正區仁愛路二段３８巷１１號五樓之１,,114/03/24,3200,85.67,37.35,84.15%,公寓(5樓含以下無電梯),44,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,頂樓加蓋;
中正區仁愛路二段７１號十樓之３,首都,114/03/22,3407,106.24,32.07,83.79%,住宅大樓(11層含以上有電梯),48,"十層,陽臺/十二層",房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,"有乙個車位的使用權,有繳費即可使用"
中正區中華路二段７５巷４４號之１六樓,,114/03/20,3300,70.73,46.65,70.45%,華廈(10層含以下有電梯),45,六層/七層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,有,住家用,
中正區金華街５１號七樓,,114/03/17,3188,111.39,28.62,82.16%,華廈(10層含以下有電梯),42,七層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;
中正區杭州南路一段７１巷１６號十樓,雍居仁愛,114/03/17,10523,137.13,76.74,46.89%,住宅大樓(11層含以上有電梯),2,十層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,,有,有,住家用,政府機關標讓售;
中正區寧波東街９巷１７號四樓,,114/03/14,940,71.37,13.17,100.00%,公寓(5樓含以下無電梯),49,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區水源路３７之６號五樓,首都帝景,114/03/14,2530,86.59,34.65,57.07%,住宅大樓(11層含以上有電梯),7,五層/十三層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,250,有,有,住家用,
中正區和平西路一段５６號十二樓之６,,114/03/13,2470,105.4,23.43,80.07%,住宅大樓(11層含以上有電梯),40,十二層/十二層,房地(土地+建物),土:9 建:1車:0,1房2廳1衛,,有,有,住家用,頂樓加蓋;其他增建;
中正區汀州路一段２１８巷１２號四樓,,114/03/13,1044,30.44,34.3,100.00%,公寓(5樓含以下無電梯),53,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區中華路二段４８１號六樓之１,,114/03/12,2260,79.77,28.33,70.71%,華廈(10層含以下有電梯),34,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,有,住家用,陽台外推;其他增建;
中正區水源路３７號二樓之１,首都帝景,114/03/11,3950,61.89,63.83,55.21%,住宅大樓(11層含以上有電梯),7,二層/十三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,
中正區杭州南路一段３５號六樓,正隆官邸,114/03/10,11000,133.8,104.75,57.64%,住宅大樓(11層含以上有電梯),1,六層/二十二層,房地(土地+建物)+車位,土:2 建:1車:3,4房2廳2衛,"1,050",有,有,住家用,
中正區廈門街１３５巷３號,,114/03/09,3550,97.12,36.55,100.00%,公寓(5樓含以下無電梯),51,"一層,露台/四層",房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,其他增建;
中正區漢口街一段５７號十二樓之７,向陽上冠,114/03/09,3620,124.29,37.88,54.93%,住宅大樓(11層含以上有電梯),1,十二層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,340,有,有,住家用,
中正區廈門街７１巷１０號,,114/03/08,3100,68.82,45.04,86.57%,公寓(5樓含以下無電梯),41,一層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;其他增建;
中正區信義路二段１號十四樓之１,中正梅園,114/03/08,6260,95.25,65.72,70.38%,住宅大樓(11層含以上有電梯),37,十四層/十七層,房地(土地+建物)+車位,土:3 建:1車:1,3房2廳2衛,,有,有,住家用,陽台外推;
中正區中華路二段４５５號三樓之４,,114/03/07,705,61.98,11.37,71.38%,華廈(10層含以下有電梯),48,三層/七層,房地(土地+建物),土:1 建:1車:0,1房1衛,,無,有,住家用,其他增建;
中正區愛國東路１００號六樓之１,元大天匯,114/03/07,34500,151.54,267.36,64.34%,住宅大樓(11層含以上有電梯),6,六層/十四層,房地(土地+建物)+車位,土:1 建:1車:5,,"1,560",有,有,住家用,
中正區羅斯福路三段１３６號十三樓,冠德羅斯福,114/03/06,12202,118.96,102.57,53.11%,住宅大樓(11層含以上有電梯),4,十三層/二十二層,房地(土地+建物)+車位,土:2 建:1車:1,3房3廳3衛,,有,有,住家用,政府機關標讓售;
中正區臨沂街１２號八樓之１,鴻禧臨沂華廈,114/03/06,1600,56.9,28.12,55.01%,住宅大樓(11層含以上有電梯),28,"八層,電梯樓梯間/十二層",房地(土地+建物)+車位,土:2 建:1車:2,3房2廳3衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區臨沂街１２號八樓之１,鴻禧臨沂華廈,114/03/06,1600,56.9,28.12,55.01%,住宅大樓(11層含以上有電梯),28,"八層,電梯樓梯間/十二層",房地(土地+建物)+車位,土:2 建:1車:2,3房2廳3衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區羅斯福路三段１３６號十四樓之１,冠德羅斯福,114/03/05,12689.9,123.72,102.57,53.11%,住宅大樓(11層含以上有電梯),4,十四層/二十二層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳3衛,,有,有,住家用,政府機關標讓售;
中正區延平南路１９５巷６號二樓,愛國新城丁基地,114/03/05,3588,92.28,38.88,73.29%,華廈(10層含以下有電梯),32,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
中正區杭州南路一段８之２號五樓之１,天福大樓,114/03/05,3180,100.49,31.64,72.21%,華廈(10層含以下有電梯),49,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
中正區羅斯福路二段１４０號十二樓之１,哈佛新廈,114/03/05,6000,81.61,73.52,71.53%,住宅大樓(11層含以上有電梯),37,十二層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;
中正區汀州路三段１６０巷４之１號三樓之２,公館新館,114/03/04,1400,127.36,10.99,65.13%,華廈(10層含以下有電梯),18,三層/九層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,夾層;其他增建;
中正區汀州路二段９３號四樓之１,台大JIA,114/03/04,2570,94.07,36.67,56.86%,住宅大樓(11層含以上有電梯),11,四層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,230,有,有,住家用,
中正區牯嶺街１２６號四樓之２,永陞林語堂,114/03/02,3138,104.28,38.61,56.57%,住宅大樓(11層含以上有電梯),1,四層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,280,有,有,住家用,
中正區中華路二段１３９號四樓之２,,114/03/02,1666,89.6,18.59,72.10%,華廈(10層含以下有電梯),38,四層/七層,房地(土地+建物),土:1 建:2車:0,2房1廳1衛,,有,有,住家用,陽台外推;
中正區水源路１１１號九樓,雲荷,114/03/02,2890,83.21,34.73,62.58%,住宅大樓(11層含以上有電梯),18,九層/十五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;
中正區汀州路一段２５２巷１４號二樓,,114/03/02,2050,63.87,32.1,82.60%,公寓(5樓含以下無電梯),34,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
中正區仁愛路一段２３巷８號六樓,仁愛壹邸,114/03/02,2540,124.8,20.35,47.37%,華廈(10層含以下有電梯),7,六層/七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,其他增建;
中正區仁愛路二段６５巷１弄７號二樓之２,仁愛GARDEN,114/03/02,2225,145.02,15.34,63.17%,華廈(10層含以下有電梯),19,二層/十層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;夾層;其他增建;
中正區羅斯福路一段５８巷２０號二樓之３,中正藏璽,114/03/01,6900,127.14,75.1,60.39%,華廈(10層含以下有電梯),10,二層/八層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,800,有,有,住家用,
中正區和平西路一段１４７號十一樓,,114/02/28,4070,87.16,46.7,84.85%,住宅大樓(11層含以上有電梯),36,十一層/十二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,陽台外推;其他增建;
中正區漢口街一段５７號八樓之３,向陽上冠,114/02/28,3870,128.75,38.83,55.28%,住宅大樓(11層含以上有電梯),1,八層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,350,有,有,住家用,
中正區和平西路一段５９號五樓之１６,中正香榭,114/02/27,313,52.74,5.94,47.81%,住宅大樓(11層含以上有電梯),17,五層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區漢口街一段５７號十四樓之６,向陽上冠,114/02/27,3840,131.65,38.08,53.70%,住宅大樓(11層含以上有電梯),1,十四層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,330,有,有,住家用,
中正區仁愛路一段２３巷１２號六樓之１,,114/02/27,4038,105.98,38.1,40.90%,華廈(10層含以下有電梯),11,六層/九層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,350,有,有,住家用,其他增建;
中正區汀州路三段５６號七樓之２,,114/02/26,3280,83.83,39.13,79.67%,華廈(10層含以下有電梯),44,七層/七層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,有,住家用,頂樓加蓋;
中正區臨沂街７５巷１７號二樓之１,仁愛新宿,114/02/26,1718,118.57,14.49,56.76%,華廈(10層含以下有電梯),29,二層/九層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;夾層;其他增建;
中正區臨沂街７１巷１９之１號五樓,仁愛凱旋,114/02/26,2900,98.99,29.3,72.74%,華廈(10層含以下有電梯),32,五層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,有,住家用,
中正區廈門街１３７號十一樓,奕品竹,114/02/25,2785,68.58,39.52,52.80%,住宅大樓(11層含以上有電梯),7,十一層/十二層,房地(土地+建物)+車位,土:1 建:1車:2,2房2廳1衛,360,有,有,住家用,
中正區林森南路１４０號三樓之１,香港大廈,114/02/25,2058,80.83,25.46,77.63%,華廈(10層含以下有電梯),47,三層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,有,住家用,陽台外推;其他增建;
中正區漢口街一段５７號十樓之２,向陽上冠,114/02/25,4015,130.97,39.32,55.02%,住宅大樓(11層含以上有電梯),1,十層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,370,有,有,住家用,
中正區南昌路二段２０２巷３號五樓,迦南美地,114/02/25,2293,59.02,38.85,78.60%,華廈(10層含以下有電梯),28,"五層,電梯樓梯間/八層",房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區南昌路一段１２４號五樓之６,模範生,114/02/24,1828,160.55,11.39,62.89%,住宅大樓(11層含以上有電梯),17,五層/十四層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,有,住家用,
中正區牯嶺街１２８號三樓,,114/02/24,2700,71.28,37.88,76.96%,華廈(10層含以下有電梯),39,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,其他增建;
中正區漢口街一段５７號八樓之８,向陽上冠,114/02/24,3250,123.15,26.39,54.87%,住宅大樓(11層含以上有電梯),1,八層/十五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,
中正區仁愛路二段１６號九樓之１,,114/02/24,10000,112.3,97.5,61.26%,住宅大樓(11層含以上有電梯),15,九層/十九層,房地(土地+建物)+車位,土:3 建:1車:1,1房2廳2衛,350,有,有,住家用,
中正區和平西路一段１０３號十一樓,力麒首御,114/02/23,6868,94.03,73.04,57.13%,住宅大樓(11層含以上有電梯),14,十一層/十八層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,有,住家用,其他增建;
中正區林森北路５巷８之１號五樓,,114/02/22,2018,80.05,25.21,74.18%,華廈(10層含以下有電梯),44,五層/六層,房地(土地+建物),土:2 建:1車:0,2房1廳2衛,,無,有,住家用,
中正區水源路１３號二樓,臺北市嘉禾國民住宅,114/02/22,1800,45.71,39.38,70.61%,華廈(10層含以下有電梯),40,二層/十層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,有,有,住家用,
中正區羅斯福路一段９０巷８號三樓,中正國璽,114/02/21,1371,64.7,21.19,80.06%,公寓(5樓含以下無電梯),48,三層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區徐州路１０號三樓,徐州10,114/02/20,4288,114.05,37.6,39.43%,華廈(10層含以下有電梯),12,三層/九層,房地(土地+建物)+車位,土:1 建:1車:2,2房2廳2衛,440,有,有,住家用,
中正區漢口街一段５７號十一樓之３,向陽上冠,114/02/19,4176,134.14,40.01,53.69%,住宅大樓(11層含以上有電梯),1,十一層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,350,有,有,住家用,
中正區仁愛路一段３７號三樓,仁愛新城己區,114/02/19,5418,113.85,47.59,55.71%,華廈(10層含以下有電梯),27,三層/十層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,有,有,住家用,陽台外推;
中正區辛亥路一段６號五樓,潤泰新雙子星,114/02/19,5730,135.99,42.14,69.14%,住宅大樓(11層含以上有電梯),7,五層/十五層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,有,有,住家用,本件係土地法第34-1條買賣登記案件。
中正區廈門街１２３巷８１號五樓,同安閣,114/02/18,1400,62.28,22.48,71.54%,華廈(10層含以下有電梯),43,五層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
中正區南昌路一段１４５號九樓,,114/02/18,4535,85.03,53.34,78.69%,華廈(10層含以下有電梯),36,九層/十層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,陽台外推;其他增建;
中正區牯嶺街１２６號三樓之３,永陞林語堂,114/02/18,5880,101.3,66.29,53.28%,住宅大樓(11層含以上有電梯),1,三層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,300,有,有,住家用,
中正區羅斯福路三段２１０巷８弄８號六樓,太平洋福源別墅,114/02/18,3520,81.76,43.05,100.00%,華廈(10層含以下有電梯),48,"六層,陽臺/六層",房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,有,住家用,其他增建;
中正區漢口街一段５７號十樓之３,向陽上冠,114/02/17,4130,132.53,40.01,53.69%,住宅大樓(11層含以上有電梯),1,十層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,350,有,有,住家用,
中正區杭州南路一段４５號三樓,中正首藝,114/02/17,6888,106.98,64.39,63.04%,住宅大樓(11層含以上有電梯),20,三層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,塔式車位位於地下四層。陽台外推;其他增建;
中正區中華路二段４４７號五樓之２,萬年青華廈,114/02/16,2330,61.99,37.59,68.93%,華廈(10層含以下有電梯),44,五層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,有,住家用,陽台外推;其他增建;
中正區汀州路二段２４５巷７號,,114/02/15,3500,0,42.26,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳2衛,,無,無,住家用,增建頂樓平台、前陽台、後陽台、平台其他增建;
中正區漢口街一段５７號十一樓之２,向陽上冠,114/02/15,4010,132.23,39.25,54.97%,住宅大樓(11層含以上有電梯),1,十一層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,330,有,有,住家用,
中正區愛國東路１００號七樓,元大天匯,114/02/14,34842,152.01,279.86,64.34%,住宅大樓(11層含以上有電梯),6,七層/十四層,房地(土地+建物)+車位,土:1 建:1車:7,,"1,800",有,有,住家用,
中正區汀州路一段１４０巷３７號四樓,,114/02/14,1200,41.53,28.89,100.00%,公寓(5樓含以下無電梯),50,"四層,陽臺/四層",房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用,
中正區漢口街一段５７號九樓之７,向陽上冠,114/02/14,3630,124.29,37.88,54.93%,住宅大樓(11層含以上有電梯),1,九層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,350,有,有,住家用,
中正區濟南路二段１８之３號四樓,,114/02/14,900,66.56,13.52,91.48%,公寓(5樓含以下無電梯),48,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
